Индекс;Станция (RU);Страна;Широта;Долгота;H над ур.моря, м;Станция (EN)
OIBB;Бушир;Иран;28,94;50,83;20;Bushehr Civ / Afb
OIBH;;Иран;29,83;50,27;7;Bastak
OIBI;;Иран;27,48;52,61;3;Asaloyeh
OIBJ;;Иран;27,82;52,35;662;Jam Tohid
OIBK;о. Кешим;Иран;26,52;53,97;30;Kish Island
OIBL;Бендер-Ленге;Иран;26,53;54,82;20;Bandar Lengeh
OIBP;;Иран;27,37;52,73;6;P.S.Z/Persian Gulf (Khalije-Fa
OIBQ;;Иран;29,26;50,32;5;Khark Island
OIBS;о. Сирри;Иран;25,90;54,54;12;Sirri Island
OIBV;;Иран;26,81;53,35;22;Lavan Island
OICC;Керманшах;Иран;34,34;47,15;1310;Kermanshah
OICD;;Иран;32,93;47,48;792;Abdanan
OICG;Касре-Ширин;Иран;34,51;45,58;378;Ghasre-Shirin
OICI;Илам;Иран;33,58;46,40;1342;Ilam
OICK;Хорремабад;Иран;33,43;48,28;1152;Khoram Abad
OICS;Сенендедж;Иран;35,25;47,01;1381;Sanandaj
OIFE;;Иран;32,92;51,56;1602;Hesa
OIFH;;Иран;32,56;51,69;1618;Shahid Vatan Pour AB
OIFK;Кашан;Иран;33,89;51,57;1056;Kashan
OIFM;Исфахан;Иран;32,75;51,86;1541;Esfahan
OIFP;Бадр;Иран;32,61;51,69;1597;Badr Air Base
OIFS;Шехре-Корд;Иран;32,29;50,84;2049;Shahre-Kord
OIFV;;Иран;32,32;51,37;1724;Zarrinshahr
OIGG;Решт;Иран;37,32;49,61;-12;Rasht
OIGR;Эрак;Иран;34,10;49,40;1720;Arak
OIHH;Хамадан;Иран;34,86;48,55;1756;Hamadan
OIHR;Эрак;Иран;34,13;49,84;1658;Arak
OIHS;;Иран;35,20;48,66;1710;Hamadan Mil
OIIC;;Иран;34,98;50,80;897;Kushke Nosrat
OIID;;Иран;35,70;51,47;1233;Tehran/Doshan Tappeh
OIIE;Имам-Хомейни;Иран;35,41;51,15;1007;Imam Khomeini
OIIG;;Иран;35,63;51,38;1105;Tehran/Ghale Morghi
OIII;Тегеран;Иран;35,68;51,31;1207;Tehran-Mehrabad
OIIK;Казвин;Иран;36,25;50,00;1278;Ghazvin
OIIM;;Иран;35,77;50,88;1231;Karaj
OIIP;Паям;Иран;35,77;50,82;1271;Payam
OIIS;Семнан;Иран;35,55;53,38;1171;Semnan
OIKB;Бендер-Аббас;Иран;27,21;56,37;6;Bandarabbass
OIKF;Бафт;Иран;29,23;56,58;2258;Baft
OIKJ;;Иран;28,72;57,67;811;Sabzevaran
OIKK;Керман;Иран;30,27;56,95;1749;Kerman
OIKM;Бам;Иран;29,08;58,44;984;Bam
OIKP;;Иран;27,15;56,17;5;Havadarya
OIKQ;Дайрестан;Иран;26,75;55,89;13;Dayrestan
OIKR;Рефсанджан;Иран;30,29;56,05;1613;Rafsanjan
OIKY;Сирджан;Иран;29,55;55,67;1781;Sirjan
OIMB;Бирдженд;Иран;32,89;59,26;1509;Birjand
OIMC;Серахс;Иран;36,48;61,06;288;Sarakhs
OIMF;Фердоус;Иран;34,01;58,16;1293;Ferdous
OIMH;Торбете-Хейдерие;Иран;35,26;59,21;1333;Torbat-Heydarieh
OIMJ;;Иран;36,42;55,10;1279;Shahroud
OIMK;Нехбендан;Иран;31,53;60,03;1211;Nehbandan
OIMM;Мешхед;Иран;36,23;59,64;994;Mashhad
OIMN;Боджнурд;Иран;37,48;57,30;1066;Bojnourd
OIMQ;Кашмер;Иран;35,20;58,46;1110;Kashmar
OIMS;Себзевар;Иран;36,16;57,59;917;Sabzevar
OIMT;Тебес;Иран;33,66;56,89;686;Tabas
OIMX;;Иран;37,62;56,17;750;Soga
OINE;;Иран;37,37;55,45;134;Kalaleh
OING;Горган;Иран;36,91;54,39;-1;Gorgan
OINJ;;Иран;36,65;52,34;-24;Bishe Kola
OINN;Ношехр;Иран;36,66;51,46;-18;Noshahr
OINR;Рамсар;Иран;36,90;50,66;-20;Ramsar
OINZ;;Иран;36,63;53,19;10;Sari Dasht E Naz
OISA;Абаде;Иран;31,18;52,66;2004;Abadeh
OISD;;Иран;28,72;54,44;1097;Darab
OISF;Феса;Иран;28,89;53,72;1308;Fasa
OISJ;;Иран;28,58;53,58;1029;Jahrom
OISL;Лар;Иран;27,67;54,38;804;Lar
OISO;;Иран;29,75;52,69;1676;Zargan
OISR;;Иран;27,37;53,18;407;Lamerd
OISS;Шираз;Иран;29,54;52,58;1499;Shiraz
OISY;Ясудж;Иран;30,69;51,54;1810;Yasouj
OITA;Сераб;Иран;37,93;47,53;1682;Sarab
OITK;Хой;Иран;38,42;44,97;1213;Khoy
OITL;Ардебиль;Иран;38,32;48,42;1318;Ardabil
OITM;Сеханд;Иран;37,34;46,13;1339;Sahand
OITP;;Иран;39,61;47,85;77;Parsabade Moghan
OITQ;Ахар;Иран;38,43;47,06;1390;Ahar
OITR;Урмия;Иран;37,67;45,06;1323;Orumieh
OITS;Секкез;Иран;36,25;46,26;1493;Saghez
OITT;Тебриз;Иран;38,13;46,23;1359;Tabriz
OITZ;Зенджан;Иран;36,77;48,35;1640;Zanjan
OIYY;Йезд;Иран;31,90;54,27;1235;Yazd
OIZB;Заболь;Иран;31,09;61,54;479;Zabol
OIZC;Чахбехар;Иран;25,44;60,38;7;Chahbahar
OIZH;Захедан;Иран;29,47;60,90;1378;Zahedan
OIZI;Ираншехр;Иран;27,22;60,72;621;Iranshahr
OIZJ;Джаск;Иран;26,63;57,76;4;Jask
OIZS;Сераван;Иран;27,40;62,32;1197;Saravan
OJAI;Куин-Алиа;Иордания;31,72;35,99;729;Queen Alia Airport
OJAM;Амман;Иордания;31,97;35,99;778;Amman Airport
OJAQ;Акаба;Иордания;29,61;35,01;53;Aqaba Airport
OJBD;Ирбид;Иордания;32,55;35,85;616;Irbid
OJHF;Н-5 Сафави;Иордания;32,20;37,13;670;H-5 Safawi
OJHR;Н-4 Ирвайшед;Иордания;32,53;38,19;686;H-4 Irwaished
OJJO;Иерихон;Палестинские территории;31,86;35,50;-276;Jericho
OJJR;Иерусалим;Израиль;31,86;35,21;757;Jerusalem
OJMF;Мафрак;Иордания;32,36;36,25;687;Mafraq
OJMN;Маан;Иордания;30,16;35,78;1070;Ma'an
OKBK;Эль-Кувейт;Кувейт;29,22;47,97;62;Kuwait Int.
OLBA;Бейрут;Ливан;33,81;35,49;25;Beyrouth Aeroport
OLKA;;Ливан;34,58;36,00;7;Kleyate/Rene Mouawad
OLRA;;Ливан;33,88;35,98;900;Rayak
OMAA;Абу-Даби;Объединенные Арабские Эмираты;24,43;54,65;26;Abu Dhabi International Airport
OMAD;Батеен;Объединенные Арабские Эмираты;24,42;54,45;5;Abu Dhabi Bateen Airport
OMAJ;;Объединенные Арабские Эмираты;24,18;52,62;13;Jebel Dhana
OMAL;Эль-Аин;Объединенные Арабские Эмираты;24,26;55,60;264;Al Ain International Airport
OMDB;Дубай;Объединенные Арабские Эмираты;25,25;55,36;18;Dubai International Airport
OMFJ;Фуджейра;Объединенные Арабские Эмираты;25,10;56,33;46;Fujairah
OMRK;Рас-эль-Хайма;Объединенные Арабские Эмираты;25,61;55,93;31;Ras Al Khaimah International Airport
OMSJ;Шарджа;Объединенные Арабские Эмираты;25,32;55,51;33;Sharjah International Airport
OMUQ;;Объединенные Арабские Эмираты;25,57;55,65;4;Umm Al Quwain
OOBR;Бурайми;Оман;24,23;55,78;299;Buraimi
OOFD;Фахуд;Оман;22,33;56,48;170;Fahud
OOKB;Хасаб;Оман;26,18;56,23;30;Khassab
OOMA;Масира;Оман;20,66;58,90;19;Masirah
OOMS;Сееб;Оман;23,59;58,28;14;Seeb, International Airport
OOMX;;Оман;18,13;55,17;277;Marmul
OOSA;Салала;Оман;17,03;54,09;22;Salalah
OOSH;Сухар;Оман;24,46;56,63;4;Sohar Majis
OOSQ;Саик;Оман;23,06;57,63;1755;Saiq
OOSR;Сур;Оман;22,53;59,46;14;Sur
OOTH;Тумраит;Оман;17,66;54,01;467;Thumrait
OPBN;;Пакистан;32,97;70,52;409;Bannu
OPBR;Бахавалнагар;Пакистан;29,95;73,25;162;Bahawalnagar
OPBW;Бахавалпур;Пакистан;29,34;71,71;119;Bahawalpur
OPCH;Читрал;Пакистан;35,88;71,79;1499;Chitral
OPDB;;Пакистан;28,87;64,40;950;Dalbandin
OPDG;Дера-Газихан;Пакистан;29,96;70,48;149;Dera Ghazi Khan
OPDI;Дера-Исмаилхан;Пакистан;31,90;70,89;181;Dera Ismail Khan
OPFA;;Пакистан;31,36;72,99;180;Faisalabad Intl
OPGD;;Пакистан;25,23;62,32;10;Gwadar Intl
OPGT;;Пакистан;35,91;74,33;1461;Gilgit
OPJA;Джакобабад;Пакистан;28,30;68,46;56;Jacobabad
OPJI;Дживани;Пакистан;25,06;61,80;57;Jiwani
OPKC;Карачи;Пакистан;24,90;67,16;30;Karachi Airport
OPKD;Хайдерабад;Пакистан;25,38;68,41;41;Hyderabad
OPKH;;Пакистан;27,79;66,64;1209;Khuzdar
OPLA;Лахор;Пакистан;31,52;74,40;217;Lahore Airport
OPLH;Лахор;Пакистан;31,55;74,33;215;Lahore City
OPMA;;Пакистан;33,05;73,63;274;Mangla
OPMI;Миянавали;Пакистан;32,55;71,51;212;Mianwali
OPMJ;;Пакистан;27,33;68,14;46;Moenjodaro
OPMR;Масрур;Пакистан;24,89;66,93;11;Masroor
OPMT;Мултан;Пакистан;30,20;71,41;122;Multan
OPNH;Навабшах;Пакистан;26,21;68,39;28;Nawabshah
OPOR;;Пакистан;25,27;64,58;3;Ormara
OPPC;Парачинар;Пакистан;33,90;70,07;1764;Parachinar
OPPG;Панджгур;Пакистан;26,95;64,13;1002;Panjgur
OPPI;Панси;Пакистан;25,29;63,34;10;Pasni
OPPS;Пешавар;Пакистан;33,99;71,51;369;Peshawar
OPQT;Кветта;Пакистан;30,25;66,93;1605;Quetta Airport
OPRK;;Пакистан;28,38;70,27;82;Rahim Yar Khan/Shaikh Zayed
OPRN;Исламабад;Пакистан;33,61;73,09;508;Islamabad Airport
OPRS;Рисалпур;Пакистан;34,06;71,98;317;Risalpur
OPSB;Сиби;Пакистан;29,55;67,88;134;Sibi
OPSD;;Пакистан;35,33;75,54;2229;Skardu
OPSK;Суккур;Пакистан;27,72;68,79;59;Sukkur
OPSR;Саргода;Пакистан;32,05;72,66;188;Sargodha
OPSS;Саиду-Шариф;Пакистан;34,81;72,35;970;Saidu Sharif
OPST;;Пакистан;32,53;74,36;239;Sialkot Intl
OPTU;;Пакистан;25,98;63,03;151;Turbat
OPZB;Зхоб;Пакистан;31,35;69,46;1441;Zhob
ORAA;;Ирак;33,78;42,44;188;Al Asad AB
ORAI;;Ирак;32,97;44,27;41;Al Iskandarariyah
ORAN;;Ирак;32,50;45,33;13;An Numaniyah
ORAT;;Ирак;33,33;43,59;83;Al Taqaddum AB
ORBB;Багдад;Ирак;33,23;44,23;34;Baghdad
ORBD;;Ирак;33,94;44,36;49;Balad Southeast
ORBI;;Ирак;33,26;44,23;34;Baghdad Intl
ORBM;Мосул;Ирак;36,30;43,14;216;Mosul
ORBR;;Ирак;36,53;44,33;634;Bashur
ORBS;Саддам;Ирак;33,26;44,23;34;Saddam
ORER;;Ирак;36,23;43,96;398;Erbil Intl
ORJA;;Ирак;30,54;46,60;32;Jalibah Southeast
ORKK;;Ирак;35,46;44,34;323;Kirkuk AB
ORMM;Басра;Ирак;30,54;47,66;3;Basrah
ORMS;Басра / Шайбах;Ирак;30,41;47,65;19;Shaibah / Basrah
ORQW;;Ирак;35,77;43,12;228;Qayyarah West
ORSH;;Ирак;34,67;43,54;137;Al Sahra
ORSU;;Ирак;35,56;45,31;759;Sulaymaniyah/Intl
ORTF;;Ирак;36,28;42,40;303;Tall Afar
ORTI;;Ирак;33,52;44,25;36;Al Taji Airfield
ORTL;;Ирак;30,93;46,09;6;Tallil AB
ORUB;;Ирак;32,48;45,75;20;Ubaydah Bin Al Jarrah
OSAP;Алеппо;Сирия;36,17;37,22;388;Aleppo International Airport
OSDI;Дамаск;Сирия;33,41;36,51;615;Damascus Int. Airport
OSDZ;Дейр-эз-Зор;Сирия;35,28;40,17;213;Deir Ezzor
OSKL;Камышлы;Сирия;37,03;41,20;451;Kamishli
OSLK;Латакия;Сирия;35,40;35,94;47;Lattakia
OSPR;Пальмира;Сирия;34,54;38,29;402;Palmyra
OTBD;Доха;Катар;25,26;51,56;10;Doha International Airport
OTBH;;Катар;25,11;51,31;39;Al-Udaid
OTBK;;Катар;25,62;51,50;3;Al Khor
OYAA;Аден;Йемен;12,82;45,02;2;Aden
OYAR;Риян;Йемен;14,65;49,36;;Riyan
OYAT;Атак;Йемен;14,55;46,82;1138;Ataq
OYBD;;Йемен;14,10;45,43;1865;Al-Bayda
OYBN;;Йемен;14,78;45,72;1158;Beihan
OYBQ;;Йемен;17,34;44,62;1158;Al-Bough
OYBS;;Йемен;16,00;43,17;198;Abbs
OYGD;;Йемен;16,19;52,17;40;Al Ghaidah
OYHD;Ходейда;Йемен;14,75;42,97;12;Hodeidah
OYHT;;Йемен;17,33;52,01;746;Bir-Hat
OYKM;Камаран;Йемен;15,36;42,60;15;Kamaran
OYKS;;Йемен;15,86;48,08;630;Al-Khashaa
OYMB;Мариб;Йемен;15,46;45,32;1005;Marib
OYMC;Моха;Йемен;13,25;44,13;3;Mokha
OYMK;Моха;Йемен;13,25;43,28;3;Mokha
OYRM;;Йемен;17,50;50,58;690;Rumah
OYRN;;Йемен;14,66;49,37;14;Riyan
OYSH;Саада;Йемен;16,96;43,72;1810;Sa'ada - Sadah
OYSN;Сана;Йемен;15,47;44,21;2199;Sana'a
OYSQ;Сокотра;Йемен;12,63;53,90;44;Socotra
OYSY;Сайвун;Йемен;15,96;48,78;639;Seiyoun
OYTF;;Йемен;17,23;51,00;880;Thuff
OYTZ;Таиз;Йемен;13,68;44,13;1474;Taiz
OYZM;Эль-Хазм;Йемен;16,20;44,79;975;Al-Hazm
PAAK;;Соединенные Штаты Америки;52,22;185,79;17;Atka
PAAQ;Палмер;Соединенные Штаты Америки;61,59;210,91;73;Palmer
PAAT;;Соединенные Штаты Америки;52,82;173,18;12;Casco Cove Cgs
PABA;о. Бартер;Соединенные Штаты Америки;70,13;216,36;15;Barter Island
PABE;Бетел;Соединенные Штаты Америки;60,77;198,16;38;Bethel / Bethel Airport
PABI;Форт-Грили;Соединенные Штаты Америки;63,99;214,27;393;Fort Greely / Allen U. S. Army Airfield, Ak
PABL;;Соединенные Штаты Америки;65,98;198,85;9;Buckland
PABM;;Соединенные Штаты Америки;59,36;204,74;202;Big Mountain AFS
PABR;Барроу;Соединенные Штаты Америки;71,28;203,23;13;Barrow, Post Rogers Memorial Airport
PABT;Беттлес;Соединенные Штаты Америки;66,91;208,48;196;Bettles
PABV;;Соединенные Штаты Америки;61,41;210,49;29;Birchwood
PACD;Колд-Бей;Соединенные Штаты Америки;55,20;197,27;29;Cold Bay, Cold Bay Airport
PACL;;Соединенные Штаты Америки;64,30;210,87;168;Clear
PACP;Кейп-Сент-Элиас;Соединенные Штаты Америки;59,80;215,39;18;Cape Saint Elias
PACV;Кордова / Майл 13;Соединенные Штаты Америки;60,50;214,50;12;Cordova / Mile 13
PACY;Якатага;Соединенные Штаты Америки;60,08;217,50;11;Yakataga
PACZ;Кейп-Романзофф;Соединенные Штаты Америки;61,78;193,96;146;Cape Romanzoff Airways Facilities Sector
PADK;Адак;Соединенные Штаты Америки;51,87;183,35;5;Adak, Naval Air Station
PADL;Диллингем;Соединенные Штаты Америки;59,04;201,49;24;Dillingham Municipal, Ak
PADQ;Кодиак;Соединенные Штаты Америки;57,75;207,50;23;Kodiak
PADU;Дач-Харбор;Соединенные Штаты Америки;53,90;193,45;4;Dutch Harbor
PAED;Анкоридж / Элмендорф АФБ;Соединенные Штаты Америки;61,25;210,20;59;Anchorage / Elmendorf Air Force Base
PAEH;Кейп-Ньюэнхам;Соединенные Штаты Америки;58,65;197,93;161;Cape Newenham Airways Facilities Sector
PAEI;Фэрбанкс / Эельсон;Соединенные Штаты Америки;64,66;212,89;166;Fairbanks / Eielson Air Force Base
PAEM;;Соединенные Штаты Америки;62,78;195,50;4;Emmonak
PAEN;Кенаи;Соединенные Штаты Америки;60,57;208,75;30;Kenai, Kenai Municipal Airport
PAFA;Фэрбанкс;Соединенные Штаты Америки;64,81;212,14;132;Fairbanks, Fairbanks International Airport
PAFB;;Соединенные Штаты Америки;64,83;212,38;138;Wainwright AAF
PAFE;;Соединенные Штаты Америки;56,96;226,08;52;Kake
PAFM;;Соединенные Штаты Америки;67,10;202,14;102;Ambler
PAFR;Форт-Ричардсон;Соединенные Штаты Америки;61,26;210,35;115;Ft. Richardson / Bryant U. S. Army Heliport, Ak
PAGA;Галена;Соединенные Штаты Америки;64,73;203,06;46;Galena A.
PAGK;Гулкана;Соединенные Штаты Америки;62,15;214,54;483;Gulkana / Intl. Fld.
PAGM;Гамбелл;Соединенные Штаты Америки;63,76;188,26;8;Gambell Automatic Weather Observing / Reporting Sy
PAGN;Ангун;Соединенные Штаты Америки;57,50;225,41;1;Angoon
PAGS;Густавус;Соединенные Штаты Америки;58,42;224,29;10;Gustavus
PAGY;Скагвей;Соединенные Штаты Америки;59,46;224,70;5;Skagway
PAHD;Хомер;Соединенные Штаты Америки;59,63;208,50;22;Homer / Municipal
PAHL;;Соединенные Штаты Америки;65,69;203,64;65;Huslia
PAHN;;Соединенные Штаты Америки;59,24;224,47;5;Haines
PAHO;;Соединенные Штаты Америки;59,64;208,52;26;Homer
PAHP;;Соединенные Штаты Америки;61,52;193,85;5;Hooper Bay
PAII;;Соединенные Штаты Америки;58,18;202,61;28;Egegik
PAIL;Илиамна;Соединенные Штаты Америки;59,75;205,08;58;Iliamna / Iliamna Airport
PAIM;Индиан-Маунтин;Соединенные Штаты Америки;66,00;206,30;389;Indian Mountain Airways Facilities Sector
PAJN;Джуно;Соединенные Штаты Америки;58,35;225,42;6;Juneau, Juneau International Airport
PAKK;;Соединенные Штаты Америки;64,93;198,84;37;Koyuk Alfred Adams
PAKN;Кинг-Салмон;Соединенные Штаты Америки;58,67;203,35;22;King Salmon, King Salmon Airport
PAKO;Николски;Соединенные Штаты Америки;52,95;191,14;21;Nikolski
PAKP;;Соединенные Штаты Америки;68,13;208,25;641;Anaktuvik Pass
